72493E9D,/malware/localhost_05-15_10-16-0027_72493E9D/results/ <all files> ,90,Malicious
172B83C9,/malware/localhost_05-15_10-16-0027_172B83C9/results/ <all files> ,50,Undetermined
0EFD1642,/malware/localhost_05-15_10-16-0027_0EFD1642/results/ <all files> ,90,Malicious
6E924D51,/malware/localhost_05-15_10-16-0027_6E924D51/results/ <all files> ,90,Malicious
D4A17325,/malware/localhost_05-15_10-16-0027_D4A17325/results/ <all files> ,60,Suspicious
5E5111DB,/malware/localhost_05-15_10-16-0027_5E5111DB/results/ <all files> ,60,Suspicious
2CDB4CB5,/malware/localhost_05-15_10-16-0027_2CDB4CB5/results/ <all files> ,50,Undetermined
9F030D85,/malware/localhost_05-15_10-16-0027_9F030D85/results/ <all files> ,130,Malicious
20EE57F2,/malware/localhost_05-15_10-16-0027_20EE57F2/results/ <all files> ,60,Suspicious
76B3BD00,/malware/localhost_05-15_10-16-0027_76B3BD00/results/ <all files> ,130,Malicious
5324CD86,/malware/localhost_05-15_10-16-0027_5324CD86/results/ <all files> ,60,Suspicious
0103691C,/malware/localhost_05-15_10-16-0027_0103691C/results/ <all files> ,60,Suspicious
6D37DAF2,/malware/localhost_05-15_10-16-0027_6D37DAF2/results/ <all files> ,60,Suspicious
AE3F133F,/malware/localhost_05-15_10-16-0030_AE3F133F/results/ <all files> ,60,Suspicious
0229EFFB,/malware/localhost_05-15_10-16-0030_0229EFFB/results/ <all files> ,60,Suspicious
62D21ACB,/malware/localhost_05-15_10-16-0030_62D21ACB/results/ <all files> ,130,Malicious
9A4D8F74,/malware/localhost_05-15_10-16-0030_9A4D8F74/results/ <all files> ,90,Malicious
E28BF24E,/malware/localhost_05-15_10-16-0030_E28BF24E/results/ <all files> ,60,Suspicious
B03B13E3,/malware/localhost_05-15_10-16-0030_B03B13E3/results/ <all files> ,130,Malicious
5940A4F2,/malware/localhost_05-15_10-16-0030_5940A4F2/results/ <all files> ,50,Undetermined
807F3AC6,/malware/localhost_05-15_10-16-0030_807F3AC6/results/ <all files> ,130,Malicious
A745FAF6,/malware/localhost_05-15_10-16-0030_A745FAF6/results/ <all files> ,40,Undetermined
30160547,/malware/localhost_05-15_10-16-0030_30160547/results/ <all files> ,60,Suspicious
104F56CE,/malware/localhost_05-15_10-16-0031_104F56CE/results/ <all files> ,80,Malicious
F8524950,/malware/localhost_05-15_10-16-0031_F8524950/results/ <all files> ,160,Malicious
FE06FA6E,/malware/localhost_05-15_10-16-0031_FE06FA6E/results/ <all files> ,120,Malicious
59900AF0,/malware/localhost_05-15_10-16-0032_59900AF0/results/ <all files> ,10,Undetermined
78A0B942,/malware/localhost_05-15_10-16-0032_78A0B942/results/ <all files> ,10,Undetermined
784FE3A6,/malware/localhost_05-15_10-16-0032_784FE3A6/results/ <all files> ,60,Suspicious
376FAEEB,/malware/localhost_05-15_10-16-0032_376FAEEB/results/ <all files> ,120,Malicious
27ECDE52,/malware/localhost_05-15_10-16-0032_27ECDE52/results/ <all files> ,170,Malicious
6083BE31,/malware/localhost_05-15_10-16-0033_6083BE31/results/ <all files> ,80,Malicious
EE480B21,/malware/localhost_05-15_10-16-0033_EE480B21/results/ <all files> ,130,Malicious
FF2936EF,/malware/localhost_05-15_10-16-0034_FF2936EF/results/ <all files> ,50,Undetermined
931318D2,/malware/localhost_05-15_10-16-0032_931318D2/results/ <all files> ,60,Suspicious
0365217F,/malware/localhost_05-15_10-16-0034_0365217F/results/ <all files> ,80,Malicious
E730BB76,/malware/localhost_05-15_10-16-0034_E730BB76/results/ <all files> ,130,Malicious
4DA6E462,/malware/localhost_05-15_10-16-0035_4DA6E462/results/ <all files> ,80,Malicious
A40E1DAD,/malware/localhost_05-15_10-16-0035_A40E1DAD/results/ <all files> ,80,Malicious
766290EB,/malware/localhost_05-15_10-16-0035_766290EB/results/ <all files> ,10,Undetermined
3EF55526,/malware/localhost_05-15_10-16-0036_3EF55526/results/ <all files> ,90,Malicious
AE18F2A7,/malware/localhost_05-15_10-16-0036_AE18F2A7/results/ <all files> ,90,Malicious
29786C38,/malware/localhost_05-15_10-16-0037_29786C38/results/ <all files> ,50,Undetermined
F4CEEFFF,/malware/localhost_05-15_10-16-0037_F4CEEFFF/results/ <all files> ,90,Malicious
8609BCCE,/malware/localhost_05-15_10-16-0037_8609BCCE/results/ <all files> ,50,Undetermined
9FAFEF13,/malware/localhost_05-15_10-16-0038_9FAFEF13/results/ <all files> ,80,Malicious
C065EF39,/malware/localhost_05-15_10-16-0038_C065EF39/results/ <all files> ,60,Suspicious
3B62BC40,/malware/localhost_05-15_10-16-0039_3B62BC40/results/ <all files> ,40,Undetermined
85BAC23D,/malware/localhost_05-15_10-16-0039_85BAC23D/results/ <all files> ,50,Undetermined
1D79CE24,/malware/localhost_05-15_10-16-0041_1D79CE24/results/ <all files> ,90,Malicious
0CE24950,/malware/localhost_05-15_10-16-0041_0CE24950/results/ <all files> ,120,Malicious
8A82188E,/malware/localhost_05-15_10-16-0041_8A82188E/results/ <all files> ,60,Suspicious
D704286F,/malware/localhost_05-15_10-16-0041_D704286F/results/ <all files> ,60,Suspicious
3889F202,/malware/localhost_05-15_10-16-0027_3889F202/results/ <all files> ,130,Malicious
BAE8F607,/malware/localhost_05-15_10-16-0043_BAE8F607/results/ <all files> ,90,Malicious
92AF62C6,/malware/localhost_05-15_10-16-0027_92AF62C6/results/ <all files> ,120,Malicious
70D79B70,/malware/localhost_05-15_10-16-0043_70D79B70/results/ <all files> ,50,Undetermined
49E88C50,/malware/localhost_05-15_10-16-0044_49E88C50/results/ <all files> ,50,Undetermined
A80DBD49,/malware/localhost_05-15_10-16-0045_A80DBD49/results/ <all files> ,90,Malicious
8E4B9323,/malware/localhost_05-15_10-16-0045_8E4B9323/results/ <all files> ,130,Malicious
2DD23C17,/malware/localhost_05-15_10-16-0045_2DD23C17/results/ <all files> ,40,Undetermined
BBB106D6,/malware/localhost_05-15_10-16-0045_BBB106D6/results/ <all files> ,90,Malicious
55E45090,/malware/localhost_05-15_10-16-0045_55E45090/results/ <all files> ,60,Suspicious
38AE98F9,/malware/localhost_05-15_10-16-0046_38AE98F9/results/ <all files> ,80,Malicious
ECD6C891,/malware/localhost_05-15_10-16-0047_ECD6C891/results/ <all files> ,40,Undetermined
