53961E02,/malware/localhost_05-14_23-24-0018_53961E02/results/ <all files> ,42,Undetermined
3CA507F8,/malware/localhost_05-14_23-24-0018_3CA507F8/results/ <all files> ,27,Undetermined
2D719B7D,/malware/localhost_05-14_23-24-0018_2D719B7D/results/ <all files> ,45,Undetermined
E5C6BFD1,/malware/localhost_05-14_23-24-0018_E5C6BFD1/results/ <all files> ,47,Undetermined
C38D20AF,/malware/localhost_05-14_23-24-0018_C38D20AF/results/ <all files> ,27,Undetermined
F77390DE,/malware/localhost_05-14_23-24-0018_F77390DE/results/ <all files> ,45,Undetermined
744DD1EB,/malware/localhost_05-14_23-24-0018_744DD1EB/results/ <all files> ,42,Undetermined
F3E1235A,/malware/localhost_05-14_23-24-0018_F3E1235A/results/ <all files> ,42,Undetermined
3FA5161F,/malware/localhost_05-14_23-24-0019_3FA5161F/results/ <all files> ,42,Undetermined
DC679636,/malware/localhost_05-14_23-24-0018_DC679636/results/ <all files> ,42,Undetermined
094903B1,/malware/localhost_05-14_23-24-0018_094903B1/results/ <all files> ,52,Suspicious
28C5461D,/malware/localhost_05-14_23-24-0018_28C5461D/results/ <all files> ,52,Suspicious
C0A55248,/malware/localhost_05-14_23-24-0019_C0A55248/results/ <all files> ,52,Suspicious
FF212946,/malware/localhost_05-14_23-24-0022_FF212946/results/ <all files> ,35,Undetermined
AA406A6D,/malware/localhost_05-14_23-24-0022_AA406A6D/results/ <all files> ,87,Malicious
F7FB753C,/malware/localhost_05-14_23-24-0022_F7FB753C/results/ <all files> ,42,Undetermined
6B2ECC52,/malware/localhost_05-14_23-24-0022_6B2ECC52/results/ <all files> ,42,Undetermined
C92C8EA1,/malware/localhost_05-14_23-24-0022_C92C8EA1/results/ <all files> ,91,Malicious
1BC10BA8,/malware/localhost_05-14_23-24-0022_1BC10BA8/results/ <all files> ,42,Undetermined
9B859C61,/malware/localhost_05-14_23-24-0022_9B859C61/results/ <all files> ,78,Malicious
DB8883E5,/malware/localhost_05-14_23-24-0022_DB8883E5/results/ <all files> ,52,Suspicious
4DE3A9B0,/malware/localhost_05-14_23-24-0022_4DE3A9B0/results/ <all files> ,72,Suspicious
75328BEE,/malware/localhost_05-14_23-24-0022_75328BEE/results/ <all files> ,42,Undetermined
A8B8D995,/malware/localhost_05-14_23-24-0023_A8B8D995/results/ <all files> ,88,Malicious
